header_path,line,kind,name,context
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,36,define,true,#define true 1
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,37,define,false,#define false 0
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,40,define,RTOC_PTR,#define RTOC_PTR(offset) *(void **)(0x804df9e0 + offset)
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,41,define,R13_PTR,#define R13_PTR(offset) *(void **)(R13 + offset)
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,42,define,R13_INT,#define R13_INT(offset) *(int *)(R13 + offset)
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,43,define,R13_U8,#define R13_U8(offset) *(u8 *)(R13 + offset)
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,44,define,R13_FLOAT,#define R13_FLOAT(offset) *(float *)(R13 + offset)
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,45,define,AS_FLOAT,#define AS_FLOAT(num) *(float *)&num
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,46,define,AS_INT,#define AS_INT(num) *(int *)&num
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,47,define,ACCESS_INT,#define ACCESS_INT(addr) *(int *)(addr)
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,48,define,ACCESS_U8,#define ACCESS_U8(addr) *(u8 *)(addr)
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,49,define,ACCESS_PTR,#define ACCESS_PTR(addr) *(void **)(addr)
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,53,struct,Vec2,struct Vec2
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,59,struct,Vec3,struct Vec3
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/datatypes.h,66,struct,Vec4,struct Vec4
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,2,define,MEX_H_DEVTEXT,#define MEX_H_DEVTEXT
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,4,include,structs.h,"#include ""structs.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,5,include,gx.h,"#include ""gx.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,9,struct,DevText,struct DevText
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,47,function,DevelopText_Activate,"void DevelopText_Activate(void *unk, DevText *text);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,48,function,DevelopText_Deactivate,void DevelopText_Deactivate(void *unk);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,49,function,DevelopText_AddString,"void DevelopText_AddString(DevText *text, ...);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,50,function,DevelopText_EraseAllText,void DevelopText_EraseAllText(DevText *text);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,51,function,DevelopText_ResetCursorXY,"void DevelopText_ResetCursorXY(DevText *text, int x, int y);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,52,function,DevelopText_StoreTextColor,"void DevelopText_StoreTextColor(DevText *text, u8 *RGBA);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,53,function,DevelopText_StoreBGColor,"void DevelopText_StoreBGColor(DevText *text, u8 *RGBA);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,54,function,DevelopText_ShowText,void DevelopText_ShowText(DevText *text);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,55,function,DevelopText_HideText,void DevelopText_HideText(DevText *text);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,56,function,DevelopText_ShowBG,void DevelopText_ShowBG(DevText *text);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,57,function,DevelopText_HideBG,void DevelopText_HideBG(DevText *text);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,58,function,DevelopText_StoreTextScale,"void DevelopText_StoreTextScale(DevText *text, float x, float y);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,59,function,Develop_DrawSphere,"void Develop_DrawSphere(float size, Vec3 *pos1, Vec2 *pos2, GXColor *diffuse, GXColor *ambient);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/devtext.h,60,function,Develop_UpdateMatchHotkeys,void Develop_UpdateMatchHotkeys();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,2,define,MEX_H_DYNAMICS,#define MEX_H_DYNAMICS
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,4,include,structs.h,"#include ""structs.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,5,include,obj.h,"#include ""obj.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,6,include,useful.h,"#include ""useful.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,10,struct,DynamicBoneset,struct DynamicBoneset
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,19,struct,ftDynamics,struct ftDynamics
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,28,struct,DynamicBoneData,struct DynamicBoneData
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,53,struct,DynamicHit,struct DynamicHit
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,63,struct,DynamicForceDesc,struct DynamicForceDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,78,struct,DynamicForce,struct DynamicForce
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,88,function,Dynamics_InitBones,"void Dynamics_InitBones(JOBJ *joint, DynamicBoneset *boneset, int bone_num);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,89,function,Dynamics_InitParams,"void Dynamics_InitParams(void *dyn_desc_params, DynamicBoneset *boneset);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,90,function,Dynamics_UpdateBoneset,"void Dynamics_UpdateBoneset(DynamicBoneset *boneset, float f1, DynamicHit *dynamics_hit, int dynamics_hit_num, int r6, int r7, int r8, int r9); // 8001044c"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,91,function,Dynamics_FreeBones,void Dynamics_FreeBones(DynamicBoneset *boneset);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,92,function,Dynamics_InitForce,void Dynamics_InitForce();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/dynamics.h,94,function,Dynamics_DecayWind,void Dynamics_DecayWind();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,2,define,MEX_H_EFFECTS,#define MEX_H_EFFECTS
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,4,include,structs.h,"#include ""structs.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,5,include,datatypes.h,"#include ""datatypes.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,6,include,obj.h,"#include ""obj.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,8,define,PTCL_LINKMAX,#define PTCL_LINKMAX 16
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,12,struct,EffectModelDesc,struct EffectModelDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,18,struct,PtclDesc,struct PtclDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,32,struct,TexGDesc,struct TexGDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,48,struct,EffectDataTable,struct EffectDataTable // exists in the dat
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,55,struct,Effect,struct Effect
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,74,struct,ptclGenCallback,struct ptclGenCallback
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,81,struct,ptclGen,struct ptclGen // allocated at 8039d9c8
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,83,struct,ptclGen,struct ptclGen *next;       // 0x0
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,115,struct,GeneratorAppSRT,struct GeneratorAppSRT // allocated at 803a42b0
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,155,struct,Particle,"struct Particle // created at 80398c90. dont feel like labelling this, offsets are @ 80398de4"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,157,struct,Particle,struct Particle *next; // 0x0
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,219,function,Effect_LoadFile,void Effect_LoadFile(int eff_file_idx);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,221,function,Effect_SpawnAsync,"void Effect_SpawnAsync(GOBJ *fighter, Effect *ptr, int type, int gfx_id, ...);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,222,function,Effect_SpawnAsyncLookup,"void Effect_SpawnAsyncLookup(GOBJ *gobj, int gfx_id, int bone, int unk, int destroy_on_leave, Vec3 *offset, Vec3 *range);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,223,function,Effect_SpawnItEffectLookup,"void Effect_SpawnItEffectLookup(GOBJ *gobj, int gfx_id, int bone, Vec3 *offset, Vec3 *scatter, int unk3);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,224,function,Effect_SpawnItEffect,"void Effect_SpawnItEffect(GOBJ *gobj, int gfx_id);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,225,function,Effect_DestroyAll,void Effect_DestroyAll(GOBJ *fighter);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,226,function,Particle_DestroyAll,void Particle_DestroyAll(JOBJ *jobj);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,227,function,Effect_PauseAll,void Effect_PauseAll(GOBJ *fighter);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,228,function,Effect_ResumeAll,void Effect_ResumeAll(GOBJ *fighter);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,229,function,Effect_CheckQueue,"void Effect_CheckQueue(GOBJ *g, Effect **gfx);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,230,function,Particle_InitFile,"void Particle_InitFile(void *ptcl, void *texg, int r5);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,233,function,psInterpretParticle0,void psInterpretParticle0(ptclGen *ptcl);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,234,function,psInterpretParticles,"void psInterpretParticles(u32 blacklist_link_nos);                                     // input is a bitfield, shifted left by 16 bits!"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,235,function,psExecGenerator,"void psExecGenerator(u32 blacklist_link_nos);                                          // input is a bitfield, shifted left by 16 bits!"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,236,function,psDispParticles,"void psDispParticles(u32 whitelist_link_nos, int pass);                                // input is a bitfield"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,238,function,psRemoveParticleAppSRT,int psRemoveParticleAppSRT(Particle *ptcl);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,239,function,psDeletePntJObjwithParticle,void psDeletePntJObjwithParticle(Particle *ptcl);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/effects.h,242,function,psInitDataBanks,"void psInitDataBanks(int bank_no, void *ptcl, void *texg, int r6, int r7);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,2,define,MEX_H_FIGHTER,#define MEX_H_FIGHTER
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,4,include,structs.h,"#include ""structs.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,5,include,datatypes.h,"#include ""datatypes.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,6,include,obj.h,"#include ""obj.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,7,include,gx.h,"#include ""gx.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,8,include,color.h,"#include ""color.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,9,include,effects.h,"#include ""effects.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,10,include,match.h,"#include ""match.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,11,include,collision.h,"#include ""collision.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,12,include,dynamics.h,"#include ""dynamics.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,13,include,stdbool.h,#include <stdbool.h>
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,15,enum,FighterKind,typedef enum FighterKind
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,51,enum,CharacterKind,typedef enum CharacterKind
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,87,enum,PlayerKind,typedef enum PlayerKind
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,94,enum,TeamKind,typedef enum TeamKind
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,104,enum,CPUType,enum CPUType
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,127,enum,FtPri,enum FtPri
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,155,define,FIGHTER_FASTFALL_PRESERVE,#define FIGHTER_FASTFALL_PRESERVE 0x1
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,156,define,FIGHTER_GFX_PRESERVE,#define FIGHTER_GFX_PRESERVE 0x2
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,157,define,FIGHTER_HITSTATUS_COLANIM_PRESERVE,#define FIGHTER_HITSTATUS_COLANIM_PRESERVE 0x4 // Preserve full body collision state //
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,158,define,FIGHTER_HIT_NOUPDATE,#define FIGHTER_HIT_NOUPDATE 0x8               // Keep hitboxes
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,159,define,FIGHTER_MODEL_NOUPDATE,#define FIGHTER_MODEL_NOUPDATE 0x10            // Ignore model state change (?)
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,160,define,FIGHTER_ANIMVEL_NOUPDATE,#define FIGHTER_ANIMVEL_NOUPDATE 0x20
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,161,define,FIGHTER_UNK_0x40,#define FIGHTER_UNK_0x40 0x40
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,162,define,FIGHTER_MATANIM_NOUPDATE,"#define FIGHTER_MATANIM_NOUPDATE 0x80          // Ignore switching to character's ""hurt"" textures (?) //"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,163,define,FIGHTER_THROW_EXCEPTION_NOUPDATE,#define FIGHTER_THROW_EXCEPTION_NOUPDATE 0x100 // Resets thrower GObj pointer to NULL if false? //
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,164,define,FIGHTER_SFX_PRESERVE,#define FIGHTER_SFX_PRESERVE 0x200
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,165,define,FIGHTER_PARASOL_NOUPDATE,#define FIGHTER_PARASOL_NOUPDATE 0x400 // Ignore Parasol state change //
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,166,define,FIGHTER_RUMBLE_NOUPDATE,#define FIGHTER_RUMBLE_NOUPDATE 0x800  // Ignore rumble update? //
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,167,define,FIGHTER_COLANIM_NOUPDATE,#define FIGHTER_COLANIM_NOUPDATE 0x1000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,168,define,FIGHTER_ACCESSORY_PRESERVE,#define FIGHTER_ACCESSORY_PRESERVE 0x2000 // Keep respawn platform? //
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,169,define,FIGHTER_CMD_UPDATE,#define FIGHTER_CMD_UPDATE 0x4000         // Run all Subaction Events up to the current animation frame //
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,170,define,FIGHTER_NAMETAGVIS_NOUPDATE,#define FIGHTER_NAMETAGVIS_NOUPDATE 0x8000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,171,define,FIGHTER_PART_HITSTATUS_COLANIM_PRESERVE,#define FIGHTER_PART_HITSTATUS_COLANIM_PRESERVE 0x10000 // Assume this is for individual bones? //
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,172,define,FIGHTER_SWORDTRAIL_PRESERVE,#define FIGHTER_SWORDTRAIL_PRESERVE 0x20000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,173,define,FIGHTER_ITEMVIS_NOUPDATE,"#define FIGHTER_ITEMVIS_NOUPDATE 0x40000 // Used by Ness during Up/Down Smash, I suppose this is what the flag does //"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,174,define,FIGHTER_SKIP_UNK_0x2222,#define FIGHTER_SKIP_UNK_0x2222 0x80000  // Skips updating bit 0x20 of 0x2222? //
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,175,define,FIGHTER_PHYS_UNKUPDATE,#define FIGHTER_PHYS_UNKUPDATE 0x100000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,176,define,FIGHTER_FREEZESTATE,#define FIGHTER_FREEZESTATE 0x200000 // Sets anim rate to 0x and some other stuff
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,177,define,FIGHTER_MODELPART_VIS_NOUPDATE,#define FIGHTER_MODELPART_VIS_NOUPDATE 0x400000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,178,define,FIGHTER_METALB_NOUPDATE,#define FIGHTER_METALB_NOUPDATE 0x800000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,179,define,FIGHTER_UNK_0x1000000,#define FIGHTER_UNK_0x1000000 0x1000000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,180,define,FIGHTER_ATTACKCOUNT_NOUPDATE,#define FIGHTER_ATTACKCOUNT_NOUPDATE 0x2000000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,181,define,FIGHTER_MODEL_FLAG_NOUPDATE,#define FIGHTER_MODEL_FLAG_NOUPDATE 0x4000000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,182,define,FIGHTER_UNK_0x2227,#define FIGHTER_UNK_0x2227 0x8000000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,183,define,FIGHTER_HITSTUN_FLAG_NOUPDATE,#define FIGHTER_HITSTUN_FLAG_NOUPDATE 0x10000000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,184,define,FIGHTER_ANIM_NOUPDATE,#define FIGHTER_ANIM_NOUPDATE 0x20000000  // Keeps current fp animation?
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,185,define,FIGHTER_UNK_0x40000000,#define FIGHTER_UNK_0x40000000 0x40000000 // Unused?
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,186,define,FIGHTER_UNK_0x80000000,#define FIGHTER_UNK_0x80000000 0x80000000 // Unused?
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,188,enum,FtCommonBoneNames,enum FtCommonBoneNames
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,247,enum,FtStateNames,enum FtStateNames
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,591,enum,FtDemoStateNames,enum FtDemoStateNames
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,608,enum,FtAuxillaryAnim,enum FtAuxillaryAnim
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,620,enum,FtScriptCmd,enum FtScriptCmd
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,683,define,ASID_ACTIONABLE,#define ASID_ACTIONABLE 1000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,684,define,ASID_ACTIONABLEGROUND,#define ASID_ACTIONABLEGROUND 1001
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,685,define,ASID_ACTIONABLEAIR,#define ASID_ACTIONABLEAIR 1002
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,686,define,ASID_DAMAGEAIR,#define ASID_DAMAGEAIR 1003
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,687,define,ASID_JUMPS,#define ASID_JUMPS 1004
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,688,define,ASID_FALLS,#define ASID_FALLS 1005
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,690,enum,Ft_AttackKind,typedef enum Ft_AttackKind
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,781,enum,FtStateKind,typedef enum FtStateKind
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,798,enum,FtHurtKind,typedef enum FtHurtKind
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,806,struct,Playerblock,struct Playerblock
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,875,struct,PlayerData,struct PlayerData
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,915,struct,FtCreateDesc,struct FtCreateDesc //
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,926,struct,FighterBone,struct FighterBone
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,943,struct,DynamicsDesc,struct DynamicsDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,953,struct,DynamicsHitDesc,struct DynamicsHitDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,960,struct,DynamicsBehave,struct DynamicsBehave
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,965,struct,IKParam,struct IKParam
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,986,struct,FtVis,struct FtVis
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,998,struct,FtDynamicBoneset,struct FtDynamicBoneset
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1004,struct,FtSFXArr,struct FtSFXArr
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1010,struct,FtSFX,struct FtSFX
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1028,struct,FtCollDesc,struct FtCollDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1042,struct,ftData,struct ftData
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1070,struct,ftChkDevice,struct ftChkDevice // 80459a68
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1086,struct,FtState,struct FtState
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1099,struct,FtAction,struct FtAction
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1109,struct,Figatree,"struct Figatree // this is the data contained in PlyX5K_Share_ACTION_X_figatree.dat (which is stored in the AJ file in ARAM, confusing i know)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1118,struct,ReflectDesc,struct ReflectDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1129,struct,ShieldDesc,struct ShieldDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1140,struct,AbsorbDesc,struct AbsorbDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1147,struct,AfterImageDesc,struct AfterImageDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1161,struct,FtDmgLog,struct FtDmgLog
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1174,struct,HitVictim,struct HitVictim
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/fighter.h,1180,struct,ftHit,struct ftHit
